,time_ms,coord_x,coord_y,is_retweet,retweet_count,sentiment,anger,joy,sadness,fear,surprise
105,1528987674781.0,-0.42332,53.84587,0.0,0.0,0.876323950366248,0.1780405044555664,0.04731062054634094,0.39489442110061646,0.3676353693008423,0.012119058519601822
106,1528987675237.0,-118.06646,34.22667,1.0,0.0,0.5242337945205414,0.12455204129219055,0.06043281406164169,0.38117361068725586,0.4260396361351013,0.007801941595971584
107,1528987675663.0,-57.48824,-33.791,1.0,0.0,0.8729512418601149,0.01229102723300457,0.16670110821723938,0.06699998676776886,0.024353384971618652,0.7296544313430786
108,1528987675738.0,-1.13169,52.6386,0.0,0.0,0.07036873990700307,0.4128195643424988,0.05794359743595123,0.3903570771217346,0.032606951892375946,0.10627278685569763
109,1528987675978.0,-8.61099,41.14961,1.0,0.0,0.23348036779581424,0.12574779987335205,0.058733247220516205,0.580625057220459,0.22682306170463562,0.008070859126746655
110,1528987676141.0,140.55424,41.86411,0.0,0.0,0.6678748229054156,0.3506914973258972,0.14997537434101105,0.11992951482534409,0.18486256897449493,0.1945410668849945
111,1528987676273.0,-16.0294,17.98837,0.0,0.0,0.7267296397230737,0.40416020154953003,0.03149804845452309,0.40281763672828674,0.15073049068450928,0.010793576017022133
112,1528987676635.0,-90.25,15.5,1.0,0.0,0.39153112014349584,0.13943156599998474,0.049167994409799576,0.5430335402488708,0.2603952884674072,0.007971588522195816
113,1528987677065.0,-95.75078,30.20938,1.0,0.0,0.8048588986118999,0.09026823192834854,0.4604901671409607,0.21035277843475342,0.17950358986854553,0.059385254979133606
114,1528987677301.0,5.37437,45.482,0.0,0.0,0.493631689285413,0.42090022563934326,0.18578800559043884,0.15674227476119995,0.1703673154115677,0.06620220839977264
115,1528987677668.0,-60.63932,-32.94682,1.0,0.0,0.16836511954290473,0.05312616005539894,0.4688660502433777,0.10650977492332458,0.23007932305335999,0.14141874015331268
116,1528987677816.0,-0.1969,5.55602,1.0,0.0,0.8811753310613087,0.0940760150551796,0.12303514033555984,0.4580707550048828,0.3035391569137573,0.021278932690620422
117,1528987678007.0,-2.23333,53.45,0.0,0.0,0.8589564553226933,0.11112520843744278,0.05306345224380493,0.403364360332489,0.4261036515235901,0.006343216169625521
118,1528987677442.0,-86.15804,39.76838,0.0,0.0,0.9391051082217836,0.12209384143352509,0.05248812213540077,0.44745683670043945,0.36976125836372375,0.00819996278733015
119,1528987678165.0,9.18951,45.46427,0.0,0.0,0.935487064934151,0.17887264490127563,0.10338582843542099,0.47125816345214844,0.19945204257965088,0.047031354159116745
120,1528987677214.0,-0.12574,51.50853,0.0,0.0,0.8022021858512779,0.12299881130456924,0.11932069063186646,0.4916776418685913,0.2498285472393036,0.016174281015992165
121,1528987678371.0,-74.07764,40.72816,0.0,0.0,0.7717875933983651,0.09013979882001877,0.07105138897895813,0.24055379629135132,0.5951323509216309,0.003122633323073387
122,1528987679093.0,-84.38798,33.749,1.0,0.0,0.8512630605341271,0.16571398079395294,0.515091598033905,0.20163899660110474,0.05331866815686226,0.06423677504062653
123,1528987679200.0,94.0,25.0,1.0,0.0,0.9325334927775449,0.14761273562908173,0.06474816799163818,0.2838870882987976,0.4985370337963104,0.005214955657720566
124,1528987679331.0,-99.12766,19.42847,1.0,0.0,0.8539096849366301,0.11635816097259521,0.06883703172206879,0.48022931814193726,0.3271884322166443,0.007386976853013039
125,1528987679905.0,0.21664,51.55685,1.0,0.0,0.4426539115497465,0.07690857350826263,0.092841736972332,0.550035834312439,0.2600308060646057,0.020183082669973373
126,1528987679975.0,-57.65625,-14.60485,1.0,0.0,0.8671021767019353,0.15078353881835938,0.37018367648124695,0.1540670394897461,0.19138792157173157,0.13357776403427124
127,1528987680211.0,37.61556,55.75222,1.0,0.0,0.8811753310613087,0.0940760150551796,0.12303514033555984,0.4580707550048828,0.3035391569137573,0.021278932690620422
128,1528987680285.0,-77.03637,38.89511,1.0,0.0,0.62797018728666,0.12279165536165237,0.055307622998952866,0.5172150135040283,0.2856156527996063,0.019070057198405266
129,1528987680837.0,4.34878,50.85045,0.0,0.0,0.7639709759163021,0.08223996311426163,0.16702976822853088,0.11766358464956284,0.06075504794716835,0.5723116397857666
130,1528987680817.0,27.24208,-25.66756,1.0,0.0,0.48363884452794165,0.26097503304481506,0.02098502218723297,0.569656491279602,0.1407044529914856,0.00767902098596096
131,1528987681193.0,-46.63611,-23.5475,1.0,0.0,0.5486337327282365,0.13125714659690857,0.07273568212985992,0.49829065799713135,0.2774583697319031,0.020258121192455292
132,1528987681267.0,-70.64827,-33.45694,0.0,0.0,0.7665288830185253,0.016217496246099472,0.129219651222229,0.05256057530641556,0.06227350980043411,0.7397287487983704
133,1528987681505.0,-1.89983,52.48142,1.0,0.0,0.44903415343781267,0.07141252607107162,0.1381194144487381,0.4657295048236847,0.17786625027656555,0.14687234163284302
134,1528987681950.0,57.0,21.0,0.0,0.0,0.3117224152019529,0.3013901114463806,0.16314227879047394,0.13893263041973114,0.19859042763710022,0.19794458150863647
135,1528987681902.0,135.50218,34.69374,0.0,0.0,0.5140321398823885,0.3328497111797333,0.13398759067058563,0.11861520260572433,0.21968045830726624,0.19486704468727112
136,1528987682101.0,-2.291,53.463,0.0,0.0,0.5975765407782019,0.09135270118713379,0.25769931077957153,0.10086340457201004,0.36725184321403503,0.182832732796669
137,1528987682177.0,-75.69812,45.41117,1.0,0.0,0.9813412669708674,0.08556291460990906,0.2684594392776489,0.4250103235244751,0.18612253665924072,0.03484480828046799
138,1528987682545.0,-79.9559,39.62953,0.0,0.0,0.48736241444270706,0.3001367449760437,0.1427614539861679,0.14290159940719604,0.20560044050216675,0.20859980583190918
139,1528987682700.0,-79.4163,43.70011,1.0,0.0,0.9813412669708674,0.08556291460990906,0.2684594392776489,0.4250103235244751,0.18612253665924072,0.03484480828046799
140,1528987683085.0,70.0,30.0,1.0,0.0,0.3231377301584681,0.06052956357598305,0.035468943417072296,0.17841917276382446,0.04786034673452377,0.6777219772338867
141,1528987683078.0,-74.00597,40.71427,1.0,0.0,0.8811753310613087,0.0940760150551796,0.12303514033555984,0.4580707550048828,0.3035391569137573,0.021278932690620422
142,1528987683290.0,-122.41942,37.77493,0.0,0.0,0.3000440548766966,0.034937866032123566,0.01648358255624771,0.07717356085777283,0.8703061938285828,0.0010987024288624525
143,1528987683804.0,-8.8882,38.5244,1.0,0.0,0.23348036779581424,0.12574779987335205,0.058733247220516205,0.580625057220459,0.22682306170463562,0.008070859126746655
144,1528987683678.0,-8.396,43.37135,1.0,0.0,0.7140244676801784,0.0720079243183136,0.4394509196281433,0.22537627816200256,0.18804626166820526,0.07511866092681885
145,1528987684152.0,-40.63056,-19.53944,1.0,0.0,0.5110615901632319,0.08767522126436234,0.29082244634628296,0.14789345860481262,0.16030684113502502,0.31330204010009766
146,1528987684399.0,8.0,10.0,0.0,0.0,0.7628474919545255,0.16485050320625305,0.05040227621793747,0.5514642596244812,0.1921948492527008,0.04108810797333717
147,1528987684896.0,174.0,-42.0,0.0,0.0,0.9052523274067108,0.3461120128631592,0.01676897332072258,0.42624688148498535,0.20786583423614502,0.0030062291771173477
148,1528987684970.0,3.39467,6.45407,0.0,0.0,0.7489757247449012,0.20176547765731812,0.22455903887748718,0.2132122814655304,0.31380292773246765,0.04666024446487427
149,1528987685080.0,-2.23333,53.45,1.0,0.0,0.3682142998382904,0.007985575124621391,0.793005645275116,0.07792245596647263,0.04939357191324234,0.07169269025325775
150,1528987685227.0,-0.12574,51.50853,0.0,0.0,0.8812129004461134,0.05656406655907631,0.514083981513977,0.07670602202415466,0.31277602910995483,0.03986988961696625
151,1528987685639.0,150.961,-33.59118,0.0,0.0,0.5700197786726762,0.1319046914577484,0.0520949587225914,0.07573503255844116,0.0864960104227066,0.653769314289093
152,1528987685873.0,39.19797,21.54238,1.0,0.0,0.6697224424890563,0.06757092475891113,0.10863938182592392,0.49975770711898804,0.3076719641685486,0.016359999775886536
153,1528987686080.0,2.3488,48.85341,1.0,0.0,0.8811753310613087,0.0940760150551796,0.12303514033555984,0.4580707550048828,0.3035391569137573,0.021278932690620422
154,1528987686135.0,-77.02824,-12.04318,0.0,0.0,0.5993881399455221,0.2506054937839508,0.3653891384601593,0.19335514307022095,0.15138806402683258,0.039262138307094574
155,1528987685848.0,-123.11934,49.24966,1.0,0.0,0.8864648827498416,0.06684412062168121,0.048845745623111725,0.6685898303985596,0.191833034157753,0.023887258023023605
156,1528987686722.0,151.20732,-33.86785,1.0,0.0,0.8129826836338477,0.22867915034294128,0.03547721356153488,0.5914801359176636,0.13346850872039795,0.010894974693655968
157,1528987686824.0,-55.0,-10.0,0.0,0.0,0.4393152562531207,0.31929945945739746,0.15178282558918,0.1354113072156906,0.1770956665277481,0.21641071140766144
158,1528987685840.0,-0.12574,51.50853,0.0,0.0,0.7762484305633711,0.07232606410980225,0.19532550871372223,0.3541598320007324,0.36659443378448486,0.011594155803322792
159,1528987686975.0,72.88261,19.07283,1.0,0.0,0.7365715708823417,0.18528571724891663,0.2082328200340271,0.3514418601989746,0.1956084966659546,0.05943117290735245
160,1528987686963.0,2.24741,41.45004,0.0,0.0,0.8249347276344914,0.07301370799541473,0.1471981406211853,0.30689501762390137,0.4630115330219269,0.009881550446152687
161,1528987687517.0,-81.69541,41.4995,1.0,0.0,0.1922332153701413,0.2627002000808716,0.03142359480261803,0.49749284982681274,0.20212116837501526,0.00626211054623127
162,1528987687783.0,44.0,33.0,1.0,0.0,0.6715054729131373,0.159663125872612,0.182724267244339,0.19295549392700195,0.15841779112815857,0.3062393069267273
163,1528987687776.0,-90.25,15.5,1.0,0.0,0.4673072265326018,0.0246580820530653,0.7450030446052551,0.06540433317422867,0.07971732318401337,0.08521728962659836
164,1528987688068.0,-86.5,15.0,1.0,0.0,0.4165658191009853,0.17668147385120392,0.2761310338973999,0.14134514331817627,0.1608879715204239,0.24495431780815125
165,1528987688289.0,-121.85162,36.61107,0.0,0.0,0.9428174432321436,0.1177663654088974,0.5296753644943237,0.09456540644168854,0.10592559725046158,0.15206727385520935
166,1528987688715.0,-122.41942,37.77493,0.0,0.0,0.6684318759153294,0.025502804666757584,0.7070742845535278,0.06139279156923294,0.1587556004524231,0.04727450758218765
167,1528987688986.0,2.3003,48.8412,1.0,0.0,0.7003007871011395,0.0304782222956419,0.5491783618927002,0.107447549700737,0.08111215382814407,0.2317836880683899
